"ogc_fid","trip_count","wkb_geometry"
879,9,"MULTIPOLYGON (((586102.0508108392 4507781.403297236, 586127.3428334008 4507771.690307466, 586136.0098562265 4507768.361905633, 586172.8122418232 4507754.228683207, 586180.4892800058 4507751.280407715, 586190.6484485937 4507747.378789863, 586225.0100921206 4507734.182359008, 586243.5736350251 4507727.053147604, 586236.9637138317 4507710.519709033, 586235.6601612077 4507707.259089089, 586230.915222194 4507695.389638782, 586226.2082245846 4507685.625923074, 586224.8122182076 4507682.071055046, 586218.402641745 4507665.750273, 586195.442403322 4507608.663614233, 586157.2263592533 4507506.392098322, 586075.606713433 4507537.858018128, 586041.2604250982 4507549.646905604, 586014.0379803397 4507558.990718324, 585945.8268903164 4507584.508824737, 585899.4616033729 4507599.212223637, 585870.8018433623 4507609.636320692, 585792.7258017184 4507639.487914553, 585728.7592506115 4507664.080584524, 585767.7167831179 4507770.688325046, 585792.6014100282 4507833.409567294, 585797.4913249002 4507845.922104086, 585799.0236367035 4507849.843230535, 585803.3005833387 4507859.864588098, 585807.7423845821 4507872.22576043, 585809.0443579239 4507875.876400965, 585812.1188987878 4507884.497453628, 585861.3370306349 4508013.383748653, 585939.1996234588 4507983.232841293, 585932.885688442 4507968.035157889, 585929.4328066664 4507959.724397515, 585921.6805002848 4507941.064862879, 585917.9931881991 4507932.189574949, 585904.2748603752 4507899.170172801, 585900.1171423566 4507889.162706062, 585887.7688601641 4507859.440987602, 585956.8293047689 4507837.477796061, 586029.0302730673 4507809.691855614, 586102.0508108392 4507781.403297236)))"
2233,9,"MULTIPOLYGON (((587247.8578014068 4517118.664161478, 587206.9740903424 4517043.103448885, 587169.3221575822 4516972.87560442, 587131.4748915215 4516902.763406913, 587124.5210588897 4516889.397464627, 587120.6721282959 4516882.16520292, 587116.834816315 4516874.954648854, 587110.4280255352 4516862.91582045, 587106.4651073954 4516855.469317585, 587102.0447443844 4516847.163264682, 587093.5897185728 4516831.514102295, 586981.6264147351 4516892.087594719, 586972.7004550025 4516897.24827353, 586964.5995233293 4516902.375695043, 586852.129849053 4516962.403704434, 586739.5757715559 4517023.175244112, 586724.6810952493 4517031.217293486, 586671.1755949308 4517058.190677806, 586607.9156597984 4517091.634569198, 586527.4855241443 4517132.802980434, 586520.8876840785 4517136.394341851, 586515.3012366751 4517139.635894773, 586499.4695877534 4517147.735824594, 586491.956449916 4517151.579774959, 586506.6839986319 4517178.8322194675, 586535.072481057 4517230.175893579, 586551.7862634023 4517262.804830048, 586555.1476485047 4517271.819050785, 586565.4992851646 4517289.257925865, 586569.9101077276 4517302.851020381, 586578.8003828938 4517317.282080127, 586584.707708234 4517323.9628421655, 586599.1617081858 4517354.51945604, 586612.5274638645 4517376.874575262, 586618.7999621597 4517393.008399928, 586623.5777271219 4517402.038722422, 586626.5463186578 4517404.119137151, 586635.7701829507 4517423.750583505, 586640.325597035 4517431.676781337, 586639.9658471389 4517435.608737212, 586646.1345811832 4517432.680267522, 586658.1499361725 4517426.976165541, 586664.9067660341 4517423.798981597, 586671.4903956356 4517420.48202108, 586756.0342364275 4517379.409125734, 586855.9862832415 4517330.269192317, 586860.3969571976 4517327.48724155, 586865.3245768658 4517324.970979649, 586868.7772458981 4517323.113675796, 586876.9216543394 4517318.732490712, 586879.6328766599 4517317.274013919, 586891.9527650909 4517310.491541764, 586926.0447614009 4517291.722547161, 586934.962073824 4517286.813237876, 587003.9341178118 4517248.841455601, 587054.7134494566 4517223.004017359, 587064.0224018943 4517218.228752385, 587073.762372294 4517213.270737817, 587121.1579766972 4517187.264411472, 587135.5457039423 4517179.482284554, 587143.7610195254 4517175.038758842, 587155.1953206834 4517168.854165825, 587247.8578014068 4517118.664161478)))"
133,9,"MULTIPOLYGON (((588876.1785034209 4519450.26798853, 588849.7262667927 4519373.212512718, 588824.030631253 4519297.653839913, 588798.1352394025 4519221.191206817, 588772.6108602618 4519146.123423769, 588746.7933752957 4519070.373378276, 588719.0269684043 4518987.992656087, 588690.6088472545 4518905.248724798, 588664.4616127713 4518829.21404231, 588651.1969017448 4518791.8106233245, 588636.5240317694 4518754.877603822, 588620.4691205026 4518718.492877962, 588603.0639073078 4518682.735557155, 588585.6394051614 4518650.005672879, 588585.6282429488 4518649.984714421, 588585.6169610941 4518649.964461366, 588567.007132955 4518617.953270683, 588526.700607655 4518546.349127736, 588478.6888392352 4518480.900737345, 588474.2579845855 4518474.914365158, 588402.8667459103 4518512.5069828965, 588407.2279388675 4518520.5497804275, 588444.2032893387 4518590.658391707, 588482.389941888 4518659.925884139, 588302.8833777342 4518755.846065215, 588310.8112988938 4518842.00534707, 588318.74371529 4518919.531772598, 588359.2372703282 4518995.244162423, 588400.8231859002 4519072.1237235265, 588475.0681432377 4519126.9491682, 588363.0243602202 4519187.318342957, 588400.5609210738 4519256.865520582, 588476.1443134097 4519397.1413705, 588513.4148819059 4519466.165551774, 588550.9651354763 4519536.194094196, 588668.2572859703 4519472.685256182, 588706.0031965844 4519542.017858764, 588777.6872794586 4519503.571882079, 588876.1785034209 4519450.26798853)))"
2218,8,"MULTIPOLYGON (((589797.0245073324 4523150.35316135, 589748.0548110148 4523169.148349085, 589739.0239767188 4523172.614598033, 589694.0850750469 4523189.862797926, 589677.703871122 4523196.150172431, 589669.4198452384 4523200.675973206, 589617.9844822915 4523215.6427028105, 589605.3674351297 4523215.546529201, 589620.5220449546 4523274.049948856, 589711.297420314 4523440.201470453, 589723.4864907725 4523463.02044756, 589749.0904127025 4523509.8393576965, 589777.2777629727 4523558.025339832, 589799.5828929613 4523606.158739064, 589829.1791999902 4523680.271441232, 589831.1648154351 4523679.927061491, 589833.1799514896 4523679.904861893, 589835.1726718016 4523680.205414602, 589837.0916177458 4523680.820973433, 589838.8873320861 4523681.735673523, 589840.5135336521 4523682.925940187, 589841.9283101468 4523684.361096545, 589843.095183952 4523686.004133708, 589843.9840985666 4523687.81272333, 589844.5721438822 4523689.740252407, 589844.8441641317 4523691.737042487, 589844.7931485029 4523693.751630046, 589844.4204118267 4523695.732092871, 589843.7355606935 4523697.627388246, 589987.8109289365 4523703.1900900705, 589930.6855081931 4523554.309837649, 589894.1488416697 4523460.726109941, 589873.6458689144 4523405.803666606, 589838.7334091746 4523320.872734963, 589825.4671290214 4523272.080321121, 589802.9674658036 4523175.787571603, 589797.0245073324 4523150.35316135)))"
866,8,"MULTIPOLYGON (((589347.2057315449 4520476.782304053, 589364.6165687228 4520467.4609239865, 589408.382848674 4520443.992165406, 589424.629630685 4520435.337728504, 589438.9131514226 4520426.8967427565, 589461.7165048682 4520414.995750439, 589492.0343556284 4520398.711523387, 589466.0567180917 4520314.845511562, 589442.6567514867 4520237.957083977, 589406.3580643169 4520166.486381612, 589369.2417015011 4520097.436704721, 589331.6977664838 4520027.582374166, 589251.7640145874 4520071.7648183545, 589215.1246509481 4520091.544643799, 589174.791671874 4520113.3108230755, 589146.0657623685 4520128.692021721, 589051.2362876785 4520179.816789371, 588932.5860353351 4520243.305117575, 588970.6045620629 4520312.922512637, 589008.1096875069 4520383.110301879, 589045.8387213036 4520452.427852108, 589083.0900034496 4520521.727890824, 589105.7952959648 4520564.012673195, 589110.7734769314 4520573.283845553, 589123.6884238167 4520597.33577562, 589260.4881306834 4520523.807481586, 589285.3196888871 4520510.341884384, 589347.2057315449 4520476.782304053)))"
920,8,"MULTIPOLYGON (((589911.4745802915 4519266.040622649, 589911.7649678991 4519257.650571081, 589911.9824340399 4519251.095490775, 589915.5300599432 4519139.372760146, 589916.8816301317 4519075.755054529, 589918.010369701 4519006.351941842, 589917.5300821123 4518935.414259994, 589916.8330159242 4518832.470648844, 589906.9557552449 4518832.601928521, 589906.9698982382 4518831.362262932, 589907.3558711119 4518830.128066993, 589906.7474454772 4518829.129282686, 589906.6404561532 4518827.641404301, 589907.3982854215 4518826.410353403, 589907.418072221 4518824.67599318, 589906.5744655326 4518822.559890474, 589906.4646599003 4518821.318866593, 589908.0934448575 4518819.726827027, 589907.139529662 4518816.493658807, 589907.792174867 4518813.526821915, 589906.9439346264 4518811.906522748, 589907.205972851 4518810.6697411155, 589906.3608404369 4518808.67758513, 589907.0729929463 4518806.021402466, 589907.102679708 4518803.419276333, 589907.1408509259 4518800.0734624285, 589906.8043381975 4518796.97234364, 589906.7199746347 4518793.501242089, 589907.6258007461 4518790.165271142, 589907.2920975022 4518786.816256226, 589907.4415002891 4518784.5864768075, 589906.1105198262 4518781.7219407335, 589905.7754320786 4518778.495906975, 589906.1868610682 4518775.030387338, 589905.7292408672 4518771.678861376, 589904.4826387559 4518761.503043217, 589904.2172268359 4518757.596903943, 589904.8582416284 4518755.745666958, 589904.7611630416 4518753.389055668, 589905.537353516 4518750.548559448, 589904.9472986696 4518747.939493191, 589905.7390563207 4518743.734472177, 589904.2671506983 4518742.354986251, 589905.4039691517 4518740.508364074, 589904.4377544319 4518738.266842893, 589903.9659912323 4518736.154982565, 589905.2239176198 4518734.558711777, 589905.1282404644 4518732.079249747, 589904.9467866451 4518726.252503998, 589905.7272309989 4518723.039122433, 589906.6391851407 4518719.084442382, 589904.5795615909 4518714.970911346, 589902.6538489796 4518709.992014988, 589916.0028114631 4518709.901436722, 589915.828550716 4518684.121705557, 589915.7695749281 4518677.841511997, 589915.7228110633 4518673.446641968, 589915.4408121743 4518667.671775597, 589915.2350160006 4518663.460246957, 589911.3498956137 4518583.96632325, 589907.6885874801 4518524.739280179, 589905.7814147348 4518501.829716057, 589903.5502822591 4518472.090192136, 589899.445691826 4518430.685916149, 589896.0762510047 4518402.219007344, 589891.5752945628 4518366.725818419, 589885.0330238419 4518303.347854011, 589860.0148987242 4518286.813437417, 589852.9921270355 4518282.172191172, 589847.2873141997 4518278.401899038, 589836.0639261713 4518266.305579336, 589828.4124884612 4518258.176161953, 589823.1746434538 4518253.354573313, 589807.1494831686 4518234.324078287, 589794.9132332515 4518218.119180704, 589758.1509357732 4518154.652413454, 589622.3253043985 4518228.276651678, 589485.5991569695 4518302.222419085, 589508.1715664816 4518344.048264648, 589516.9510092803 4518360.316240902, 589537.5809224014 4518398.542702296, 589544.0355550253 4518410.502817353, 589552.5168051275 4518426.386723715, 589558.3650976842 4518437.339617736, 589601.1780622451 4518512.77195514, 589640.169175633 4518588.816832648, 589645.313013056 4518598.327394473, 589677.7450522529 4518658.173467736, 589715.6345117373 4518725.887844093, 589723.3794473115 4518741.607091588, 589730.3679771407 4518755.002493268, 589735.0709044036 4518764.016915471, 589754.7089279381 4518801.658665132, 589827.4768397597 4518936.02404724, 589846.8280596992 4518978.471119222, 589861.9590279894 4519009.795412226, 589879.9176316333 4519050.68814556, 589888.7020834634 4519070.67751051, 589893.0913977289 4519081.006435346, 589892.0919621995 4519092.579491109, 589878.3925933845 4519172.179771721, 589873.0618952502 4519200.500497306, 589869.5847922082 4519184.080658577, 589861.4449625614 4519224.608763568, 589860.8035635987 4519227.802508831, 589859.2006103985 4519247.220226392, 589858.431760261 4519256.077834341, 589857.3449310715 4519277.233645741, 589856.7820942075 4519288.291181503, 589863.1333588143 4519285.069457811, 589870.5746990417 4519280.950295506, 589887.1900020504 4519272.344502491, 589911.4745802915 4519266.040622649)))"
141,8,"MULTIPOLYGON (((589441.5968237404 4518875.673537642, 589404.2886077728 4518805.985873166, 589366.3669109081 4518735.748495739, 589326.2155238267 4518661.057660605, 589285.6188060214 4518586.319650022, 589279.779302537 4518589.462385873, 589135.8619015829 4518666.920414605, 589051.3799335348 4518712.389805697, 589044.0643906181 4518716.327071484, 589037.5981968208 4518719.806516788, 588802.7860331519 4518846.153572163, 588843.043616621 4518921.294297081, 588883.5329698008 4518996.5561570395, 588921.2971403036 4519066.219781264, 588958.9878661379 4519136.009630733, 589032.9085988333 4519096.1504559135, 589113.4796597287 4519052.705084638, 589193.5054912395 4519009.553333743, 589200.337938214 4519005.8691445505, 589209.1682790761 4519001.104033675, 589302.4705357796 4518950.753390372, 589323.2007699213 4518939.566379062, 589435.9040305871 4518878.745854203, 589441.5968237404 4518875.673537642)))"
2223,8,"MULTIPOLYGON (((589104.9467002128 4521554.7510372065, 589072.5977072173 4521441.186581481, 589052.4986737752 4521371.462055606, 589050.6526191882 4521362.722184347, 589027.5665481187 4521285.859650031, 589005.3112266638 4521207.5966726765, 588982.8568644964 4521130.042387046, 588978.3528758817 4521119.4454390695, 588975.2464004945 4521107.7237142725, 588973.8653004003 4521095.149787976, 588974.4640225115 4521082.110656936, 588977.175069529 4521069.083620219, 588981.9756943779 4521056.580380421, 588988.6774053781 4521045.085546465, 588996.9566474761 4521034.995364563, 589006.3976015318 4521026.575130917, 589016.5499191349 4521019.942646391, 589026.9870047455 4521015.08193834, 589035.3637562835 4521011.608373051, 588997.619820318 4520941.413707332, 588989.2305814443 4520945.811996379, 588905.5343956056 4520989.49233164, 588752.4735615809 4521073.881761031, 588651.1286357682 4521128.744818264, 588635.7663930653 4521136.569538158, 588623.8016513436 4521142.663655622, 588604.8953054054 4521151.603398758, 588599.4038328306 4521154.637451675, 588594.4195025833 4521157.497364192, 588589.8586875441 4521160.385638622, 588584.7171696114 4521163.888089461, 588584.9958553115 4521164.278165893, 588585.2034634941 4521164.710281829, 588585.3338340485 4521165.171615615, 588585.3830986448 4521165.648478638, 588585.3497955132 4521166.12672151, 588585.2349128188 4521166.592153897, 588585.0418593382 4521167.030965583, 588584.7763633163 4521167.430136232, 588584.4463025037 4521167.777821721, 588584.0614703996 4521168.063705603, 588583.633285668 4521168.27930518, 588577.3321411565 4521169.4664580915, 588572.0211682834 4521170.664559342, 588571.8221618982 4521170.712989352, 588567.1463250745 4521173.19100975, 588563.2911078503 4521180.322601526, 588592.4600719609 4521289.96304346, 588594.7490187952 4521297.711452238, 588606.5499210751 4521352.481344489, 588612.6407829394 4521376.739872544, 588619.8595454805 4521402.607571915, 588626.5787692384 4521418.742607984, 588634.6254942379 4521450.049187095, 588642.4694953965 4521479.402879087, 588647.7403065073 4521490.869310693, 588653.198383788 4521512.391649762, 588660.977489561 4521527.63787806, 588665.9207050903 4521535.047671564, 588669.3029321119 4521541.089808702, 588682.2162461195 4521579.955185152, 588691.0567513569 4521600.917335148, 588699.7529027399 4521627.879248218, 588707.7147189395 4521653.482216188, 588711.9664354738 4521668.838167656, 588720.48424103 4521685.143595901, 588724.5326818663 4521698.417574497, 588800.6972144508 4521673.581775474, 588818.0582206218 4521667.9207313955, 588872.3871020494 4521654.556175698, 588878.5840028261 4521653.131182065, 588883.7381632044 4521652.393207268, 588967.6183372744 4521648.306940342, 589104.9467002128 4521554.7510372065)))"
152,7,"MULTIPOLYGON (((591261.902293874 4524560.243112572, 591248.5864912535 4524536.41443936, 591180.6283104686 4524411.818500669, 591174.1945338952 4524400.022555289, 591146.2703692074 4524345.880897729, 591105.3910918764 4524273.71233967, 591066.4090657847 4524198.943070472, 591050.7392098131 4524172.370117773, 591028.5034419568 4524128.757130997, 590995.5038641356 4524066.1783491615, 590966.5158006347 4524122.225980505, 590911.391976052 4524232.332609485, 590856.7046272893 4524341.393074801, 590803.57242134 4524447.694863401, 590750.6762790191 4524552.755643084, 590909.5927309055 4524629.899373744, 591031.9787957132 4524678.216560089, 591145.5767495316 4524620.725404444, 591261.902293874 4524560.243112572)))"
142,7,"MULTIPOLYGON (((589331.6977664838 4520027.582374166, 589294.2745308641 4519958.1862673415, 589256.7636328591 4519888.757311416, 589219.4272480838 4519819.812134671, 589180.3343712335 4519747.697592306, 589139.5343247182 4519675.197866023, 589061.511554128 4519717.247602683, 588983.9459387126 4519758.919545757, 588859.5052301724 4519826.264565191, 588742.1381438639 4519889.386387304, 588782.4060818057 4519964.442359389, 588820.0079198186 4520034.304349156, 588857.8428627817 4520104.06295804, 588895.4160459908 4520173.634645294, 588932.5860353351 4520243.305117575, 589051.2362876785 4520179.816789371, 589146.0657623685 4520128.692021721, 589174.791671874 4520113.3108230755, 589215.1246509481 4520091.544643799, 589251.7640145874 4520071.7648183545, 589331.6977664838 4520027.582374166)))"
2151,7,"MULTIPOLYGON (((590110.0045903366 4517213.196897828, 590093.8538080228 4517183.170506449, 590078.6655421089 4517155.015784045, 590071.710079356 4517142.131382929, 590066.5372836818 4517132.549191137, 590060.7130276859 4517121.760400653, 590056.4703702973 4517113.901289067, 590049.6250118352 4517101.220969993, 590045.2277669774 4517093.075601407, 590037.9362805892 4517079.568944444, 590033.1324525976 4517070.670393288, 590025.946300481 4517057.358817129, 590020.5833610673 4517047.424569472, 590015.4192684506 4517037.858697765, 590010.0751803066 4517027.959409014, 590001.6882923815 4517012.423692234, 589996.5241980178 4517002.857932946, 589970.277818683 4516954.23989598, 589965.5808160735 4516945.5197424805, 589927.0857038492 4516872.679849997, 589865.8543146721 4516905.769493874, 589833.6875772169 4516923.171895107, 589762.5868417048 4516961.638054847, 589759.0025603932 4516963.57719824, 589725.701322794 4516981.593354072, 589536.916405255 4517085.488808766, 589573.1398760622 4517154.527999237, 589610.9744545055 4517225.06332371, 589648.8049488117 4517295.256536529, 589686.5814418921 4517365.363384546, 589724.5087709917 4517435.479758257, 589913.9508441606 4517335.812099444, 589916.0133146425 4517325.706521232, 589912.6101706232 4517317.560959026, 589925.0088812845 4517311.783472231, 589952.5616501002 4517299.96464138, 589988.1473964674 4517280.353143865, 589995.5317791058 4517276.283516796, 590003.0753860252 4517272.126187322, 590110.0045903366 4517213.196897828)))"
2050,6,"MULTIPOLYGON (((583269.48040445 4506427.202406611, 583271.0851767267 4506424.017964097, 583272.1410915692 4506420.611938251, 583272.6189971113 4506417.078113263, 583272.5057703964 4506413.513917357, 583262.00161486 4506321.616835402, 583259.3442081946 4506271.834927622, 583260.8754687767 4506263.608864403, 583263.1182834512 4506255.547682267, 583266.0555620785 4506247.71280705, 583269.6648844106 4506240.163933668, 583273.9187862214 4506232.958587245, 583278.7848530004 4506226.151672176, 583310.5734287109 4506189.705679235, 583312.0487150974 4506170.958728905, 583312.998832699 4506161.108945043, 583313.1092909918 4506160.107400167, 583313.0582888728 4506159.101074195, 583312.8471370605 4506158.115829006, 583312.4812620085 4506157.176984706, 583311.97006645 4506156.308668937, 583311.3266877541 4506155.533196811, 583310.5676603036 4506154.870497415, 583309.712490572 4506154.337601652, 583308.7831558237 4506153.948204583, 583307.8035393094 4506153.712313427, 583306.798816489 4506153.635990424, 583304.8386108592 4506152.995520685, 583302.9958869981 4506152.0697905235, 583301.311885981 4506150.879518242, 583299.8242965878 4506149.451342731, 583298.5664118045 4506147.817227267, 583297.8224290096 4506146.540124682, 583297.1665616762 4506145.466426127, 583296.6659263939 4506144.31214936, 583296.3301974771 4506143.099599717, 583296.165862579 4506141.852208606, 583299.4374399447 4506092.479083694, 583313.6630300358 4506067.680925597, 583319.4022896932 4506055.987170863, 583321.5593656958 4506048.5358447395, 583322.9376358686 4506041.585580423, 583269.5131905061 4506047.913897735, 583302.4419744443 4506032.55205835, 583291.1232274154 4505983.646685746, 583290.0825921965 4505979.106557108, 583291.2222886694 4505978.842666504, 583288.2598115788 4505966.036087861, 583287.492988236 4505966.213236897, 583286.6273950315 4505957.945456175, 583284.4995596755 4505951.295847693, 583280.8028651056 4505934.667962757, 583273.2563213982 4505935.671809897, 583273.2401407859 4505937.093291146, 583283.8791653372 4505982.439176825, 583284.9738432589 4505982.182622543, 583285.9874243113 4505986.503161735, 583274.3459689887 4505993.730785114, 583273.3163855369 4505992.394430504, 583273.7470736565 4505992.063399062, 583272.1826034561 4505990.030991099, 583271.9558898499 4505990.190462938, 583267.8252956049 4505982.775196872, 583261.164654609 4505971.737203322, 583251.884999239 4505956.358332198, 583250.597588539 4505957.135415694, 583249.8375280133 4505956.189061448, 583250.0295383565 4505953.460849073, 583245.8623783772 4505943.816903543, 583242.6141849391 4505945.220547181, 583242.918386658 4505948.44123498, 583244.0388748131 4505948.815813125, 583247.7766527208 4505956.303588054, 583247.79101395 4505957.852298832, 583252.4533788364 4505964.490713917, 583257.3408241855 4505971.44971442, 583257.4098084954 4505972.50515229, 583258.0393837342 4505973.232134738, 583258.5740145235 4505973.341221349, 583264.3011000617 4505983.313935545, 583265.3482620443 4505984.674575828, 583265.5163661283 4505985.453348305, 583271.3984333024 4505995.602805774, 583244.2213675566 4506012.617053842, 583237.5051695097 4506001.105494089, 583233.5826526395 4505995.439222846, 583230.1895940324 4505989.539089498, 583226.2961934783 4505983.344270592, 583220.387691173 4505974.821138786, 583214.6912725128 4505966.636225097, 583208.9415328559 4505956.81719755, 583206.3752876576 4505958.565634833, 583211.5498944939 4505968.234159874, 583212.6571148724 4505968.102807634, 583213.8346144363 4505970.133674644, 583215.1332979965 4505970.052468484, 583217.2583997546 4505973.247869738, 583216.628578486 4505973.769579749, 583218.807114202 4505976.484676643, 583219.321155081 4505977.788231391, 583220.9430816744 4505978.815388411, 583221.4097143703 4505979.973480628, 583220.8759255395 4505980.496283775, 583219.7796405643 4505979.666958149, 583219.3466809773 4505979.758018852, 583224.0078443317 4505986.057510425, 583229.4790058817 4505995.056576832, 583237.2137435975 4506007.732566797, 583239.2242271545 4506010.541740125, 583241.6295311649 4506014.509155488, 583229.9633971258 4506022.063409969, 583228.4864127194 4506021.037828273, 583212.0769999793 4506031.707291513, 583202.0254806178 4506014.984695533, 583156.274329172 4506060.337556327, 583146.3837582751 4506070.316787273, 583136.3723365472 4506082.865665439, 583118.7792034777 4506101.525736719, 583116.8327782128 4506103.193162612, 583107.7802244985 4506114.938116785, 583095.1337033765 4506130.8921634, 583084.5855373564 4506144.051818448, 583083.0887482313 4506146.171201751, 583058.5511960698 4506179.428557896, 583051.860385387 4506188.602142608, 583042.6226180433 4506203.226275707, 583031.1843024376 4506220.506765695, 583030.5140646334 4506219.834224275, 583021.3349014865 4506234.187162857, 583021.8470862787 4506234.514903635, 583021.1980923853 4506235.369650451, 583017.7526568344 4506239.907029935, 583015.6087733802 4506243.372694994, 583008.7245614305 4506254.427571383, 583005.1341688932 4506260.868072499, 583000.4951721142 4506269.401198204, 582996.4598927468 4506278.383943803, 582993.4058756835 4506286.270256387, 582991.5654208851 4506292.231854777, 582989.7709532136 4506299.079676173, 582988.9937684215 4506299.016836184, 582987.0497659134 4506306.970688797, 582985.9270893494 4506313.106341963, 582985.1693399749 4506317.686815288, 582976.5223201253 4506316.757751069, 582976.9064190498 4506312.472820369, 582967.5297257603 4506311.627123875, 582966.9492596157 4506316.425046553, 582966.3668565139 4506321.239537425, 582976.029824762 4506322.163632684, 582976.5043318112 4506318.337915746, 582984.9387794489 4506319.362185879, 582983.8131884594 4506330.97383232, 582984.696007424 4506331.056957386, 582984.2640531023 4506337.570406286, 582984.4051694651 4506344.662165794, 582985.042979347 4506351.870745426, 582985.6654524207 4506355.588894282, 582986.850862643 4506361.853823356, 582985.9332658103 4506362.888023506, 582985.8490423115 4506364.141804197, 582986.7388001555 4506365.546536546, 582987.5723671694 4506365.834061177, 582988.2006886427 4506365.702261346, 582992.7512444465 4506383.558521037, 583029.7245948884 4506394.92478222, 583053.3827453959 4506434.307489996, 583059.7781050989 4506434.079903613, 583065.7342500032 4506434.25759101, 583071.0163634885 4506434.341064376, 583071.6256527475 4506446.615000451, 583071.6277506598 4506452.779547334, 583080.6840629434 4506452.912756596, 583092.9025924108 4506457.353525777, 583099.611156328 4506453.157721551, 583107.2113061869 4506453.751360546, 583136.2043842493 4506457.250919205, 583153.5329804802 4506457.433383901, 583175.5363829196 4506454.023154402, 583185.6932248139 4506451.967856454, 583194.8392530747 4506449.63307779, 583211.6521492118 4506444.750016196, 583218.0858784689 4506443.106129388, 583227.8152642555 4506440.616748517, 583237.4366893847 4506437.7381816525, 583250.1579947982 4506433.269368476, 583262.6195551136 4506428.120443752, 583269.48040445 4506427.202406611)))"
105,6,"MULTIPOLYGON (((589346.9950051581 4515798.368135297, 589309.0881941422 4515728.186143492, 589271.2017583369 4515658.146327081, 589234.6544391701 4515586.796819417, 589196.1481749845 4515517.407517619, 589157.1667348 4515446.783029909, 588955.3266846667 4515555.345913468, 588905.502099629 4515582.431979194, 588900.4522676081 4515585.177117973, 588829.9385801393 4515623.510213703, 588825.0391814891 4515626.17357488, 588820.46100975 4515628.662399533, 588816.4808274047 4515630.826064999, 588805.1144240261 4515637.005095998, 588801.1127186897 4515639.1805124, 588783.511736016 4515648.748784162, 588777.9435678732 4515651.775741146, 588765.9780172473 4515658.280400475, 588804.2398717907 4515728.967342641, 588815.5146034112 4515749.911966481, 588818.1846369168 4515754.8720195955, 588842.0901767788 4515799.280577779, 588878.9722757989 4515867.87117419, 588885.9928685202 4515880.824038743, 588889.3232814602 4515886.9686188195, 588918.5042002264 4515940.807033417, 588924.3906525243 4515951.759772293, 588925.9558067129 4515954.671991718, 588955.0875570235 4516008.333125022, 588990.6427530911 4515989.100246468, 589000.2284654494 4515983.930290213, 589039.0248055164 4515963.005511515, 589047.9358293966 4515958.199510593, 589066.5537631065 4515948.15795779, 589074.6088528248 4515943.813426383, 589145.13191122 4515905.776839298, 589346.9950051581 4515798.368135297)))"
