"ogc_fid","trip_count","wkb_geometry"
65,60,"MULTIPOLYGON (((586951.7895075326 4512949.189519559, 586913.9582602463 4512879.382779703, 586873.2750104319 4512803.404259752, 586832.6109907686 4512728.288600322, 586824.5391799185 4512732.732604246, 586695.8578736805 4512801.953215713, 586559.5226828081 4512875.712492797, 586599.9492260292 4512950.959390168, 586618.2091061965 4512984.973566954, 586641.4843708278 4513028.330381446, 586678.6911705596 4513097.574890928, 586814.9264832574 4513022.408977316, 586942.9024675332 4512954.02904055, 586951.7895075326 4512949.189519559)))"
1006,60,"MULTIPOLYGON (((587912.8864277083 4514731.103656375, 587874.6710025888 4514660.187585034, 587836.4478626163 4514589.337502474, 587798.6601701824 4514518.354353321, 587786.5223356924 4514495.788259289, 587760.3728370382 4514447.172573209, 587719.1422083817 4514371.253396178, 587678.0240946022 4514294.67364647, 587639.4165611662 4514224.126169826, 587630.1822928636 4514228.98773885, 587502.5071272894 4514297.872666759, 587366.6220747674 4514371.123967776, 587404.5394103933 4514441.874615243, 587443.1050195106 4514513.458411608, 587446.0046183822 4514519.570970357, 587486.9885261268 4514594.588541564, 587494.8602886609 4514609.226089191, 587525.2042309036 4514665.65051985, 587563.4873885079 4514736.492228605, 587601.9095208482 4514807.68560751, 587640.6908190437 4514879.816715629, 587776.1829233927 4514805.001483915, 587903.7477303063 4514736.172313215, 587912.8864277083 4514731.103656375)))"
2018,60,"MULTIPOLYGON (((587102.6410353618 4513228.463617129, 587064.8862188595 4513158.620836202, 587043.3051908764 4513118.5996964965, 587027.1107840245 4513088.56792271, 586989.9831093093 4513020.01191463, 586951.7895075326 4512949.189519559, 586942.9024675332 4512954.02904055, 586814.9264832574 4513022.408977316, 586678.6911705596 4513097.574890928, 586716.8256874528 4513166.728080837, 586754.4226344541 4513235.949273595, 586791.6555507946 4513305.798997013, 586829.8761967181 4513375.949671209, 586965.8679553303 4513302.113841153, 587093.8849924037 4513233.300666431, 587102.6410353618 4513228.463617129)))"
995,59,"MULTIPOLYGON (((587912.9818500293 4514076.525079039, 587886.9536551852 4514028.193815008, 587874.8511119373 4514005.721018808, 587836.4679318023 4513934.782206993, 587798.2597739816 4513864.100285626, 587759.836106164 4513793.4717922425, 587719.1907390051 4513717.158525338, 587677.2040860526 4513640.634768473, 587641.0796880247 4513569.948601463, 587503.9747641275 4513643.901362223, 587376.3750434226 4513712.755288023, 587366.3638531176 4513718.157854447, 587404.5587376137 4513788.241678778, 587445.4235608462 4513864.333621117, 587486.5515722197 4513940.577408128, 587524.6951221471 4514011.3155438285, 587562.8855596768 4514082.226157007, 587601.1409303645 4514153.230537208, 587639.4165611662 4514224.126169826, 587648.5804315925 4514219.210771929, 587776.9398125627 4514150.121640854, 587912.9818500293 4514076.525079039)))"
1085,58,"MULTIPOLYGON (((585632.4716306768 4515488.2711076755, 585635.6226172035 4515487.626402009, 585654.8565178356 4515484.0448367195, 585659.7997813419 4515481.112011162, 585707.6119899771 4515455.087072652, 585714.8145097132 4515451.315241937, 585719.1441517925 4515449.048017876, 585724.3665934744 4515446.351235254, 585729.6389317786 4515443.587990378, 585734.9514279274 4515440.80333079, 585760.8389140691 4515427.233753085, 585839.853963673 4515385.496967733, 585785.0271769277 4515315.782386729, 585813.4857690539 4515300.373781404, 585923.909387403 4515240.586233437, 586015.45649175 4515191.473060273, 586024.7842592876 4515186.304705772, 586033.3824623278 4515181.636848529, 586164.983442913 4515110.6466428, 586126.8002479499 4515040.707996189, 586107.9504631197 4515005.100918503, 586088.5693621682 4514968.803246554, 586050.3634491165 4514897.867472202, 586012.0898519796 4514826.897050885, 585949.598373038 4514860.614375941, 585940.288146043 4514865.650937759, 585931.0498681433 4514870.781445292, 585910.5407753772 4514881.863927819, 585870.4062905206 4514903.550850188, 585769.8502140399 4514957.84927241, 585638.576973842 4515028.457291069, 585614.3589578863 4514950.315907483, 585589.1977795473 4514865.010425853, 585520.5034580935 4514900.106883745, 585515.8125275543 4514902.50353379, 585470.9755628634 4514929.563714191, 585450.8587726285 4514944.310784444, 585446.1133543311 4514946.643185013, 585441.8046580614 4514949.336364854, 585437.738155093 4514951.631830646, 585392.5952728068 4514977.113191007, 585381.2271020561 4514983.530101603, 585388.2625688884 4515004.057629993, 585383.2619673945 4515005.878156678, 585385.2124455345 4515011.236039994, 585390.1607969489 4515009.433925896, 585394.8178015517 4515024.675357475, 585398.2064800271 4515031.652394553, 585401.708944651 4515038.1957525425, 585517.4536456078 4515264.300247262, 585535.8508405397 4515300.2833415475, 585547.2500894859 4515322.636049331, 585588.3607783879 4515401.1549491435, 585600.7354891819 4515425.594088376, 585540.182659158 4515503.470418006, 585516.4827472649 4515486.62820562, 585465.4023566289 4515405.038065274, 585461.4381605341 4515407.288196331, 585512.9048326743 4515490.137787911, 585540.7955188459 4515509.409470581, 585543.7001189014 4515522.44591226, 585548.5315223655 4515522.691027474, 585552.2472992628 4515521.430381025, 585546.5295588662 4515502.408409657, 585603.7460473366 4515431.539946571, 585632.4716306768 4515488.2711076755)))"
842,57,"MULTIPOLYGON (((586288.0675502941 4510125.948051717, 586247.6657147788 4510051.50444929, 586245.1044766124 4510028.118105071, 586217.5078663125 4509970.825436833, 586181.2262850048 4509902.567584407, 586171.7256852773 4509884.561945565, 586166.3600386088 4509874.996256323, 586144.7646879449 4509836.496971651, 586119.8474186256 4509789.861706351, 586110.3878144461 4509772.093993892, 586101.0706312438 4509776.778602735, 585955.7452605003 4509855.082105545, 585950.2999978124 4509858.109109463, 585898.2707042014 4509885.820081701, 585761.3131129249 4509960.004573419, 585708.5624003297 4509988.4887618385, 585743.7649166952 4510053.96594799, 585754.8035716269 4510074.407401421, 585759.944294415 4510083.927002162, 585778.9393233828 4510119.102015458, 585816.1964074558 4510188.336760286, 585856.2822552788 4510262.80457766, 585895.8646268587 4510337.273425201, 585936.4093356753 4510315.420056345, 585968.8935285147 4510297.911246286, 586057.9619161776 4510249.904061727, 586065.9544335364 4510245.564674149, 586086.5539984851 4510234.530811817, 586165.8358635835 4510191.787630607, 586214.688884468 4510165.4735480165, 586288.0675502941 4510125.948051717)))"
46,56,"MULTIPOLYGON (((584995.5149444243 4510630.6316262195, 584958.8231767016 4510562.256746899, 584939.2098588587 4510526.087337419, 584923.5052684908 4510495.974055784, 584887.7881852598 4510430.412804083, 584852.6155048879 4510365.398903385, 584611.0304154031 4510495.458429017, 584369.6071275403 4510625.625817256, 584404.9675859546 4510690.996765375, 584440.2727448539 4510756.481980139, 584476.0257574342 4510821.502422129, 584512.6951371664 4510891.092491672, 584591.9412546698 4510848.316952045, 584596.6665088468 4510845.766401356, 584754.2752003212 4510760.692074883, 584995.5149444243 4510630.6316262195)))"
2095,56,"MULTIPOLYGON (((588760.1648045303 4516303.476459445, 588720.1913907037 4516227.875141518, 588708.6361332325 4516206.333455217, 588703.8481655426 4516197.407574943, 588699.824719932 4516189.907095779, 588695.3822898113 4516181.625340755, 588690.593065145 4516172.6971217925, 588682.2118224006 4516157.072477555, 588644.5890054338 4516087.4207767155, 588606.2980491983 4516017.269390229, 588568.0697156156 4515946.92340134, 588552.4871388425 4515916.34581059, 588548.4062531131 4515908.692261238, 588544.6885275259 4515901.719584839, 588540.5676164429 4515893.990977985, 588531.156965543 4515876.341392247, 588493.5864900658 4515805.876398659, 588454.4502228163 4515736.262295177, 588443.6874078405 4515742.036748801, 588354.0806665899 4515790.343928847, 588318.1366802033 4515809.721430486, 588181.6476693007 4515882.680656014, 588216.1639358107 4515946.39400523, 588258.2734289842 4516024.12336426, 588295.6221262089 4516092.809109015, 588318.4347768079 4516135.463716334, 588323.5664675883 4516145.058782693, 588333.542752508 4516163.71221747, 588371.1125757322 4516233.876186233, 588408.3179404772 4516304.659995462, 588447.0216621511 4516374.6940769935, 588487.599021984 4516450.3682438405, 588623.710840198 4516376.576078123, 588656.6040919027 4516358.899251111, 588663.0289997977 4516355.446553993, 588689.6911832434 4516341.118281588, 588696.5245600165 4516337.446028425, 588750.1000161958 4516308.654408954, 588760.1648045303 4516303.476459445)))"
70,55,"MULTIPOLYGON (((585907.6506681619 4512323.47750493, 585869.88740705 4512254.634694472, 585832.2149541901 4512184.142206904, 585794.4935081744 4512114.441103217, 585753.7259322106 4512039.107594723, 585559.4470527577 4512144.105883514, 585513.2029402556 4512168.870846856, 585388.3562399045 4512236.162740909, 585271.7619646321 4512299.0064873, 585312.5644716542 4512374.250349987, 585350.1471681414 4512444.27881276, 585387.501076181 4512514.729594401, 585425.8684663494 4512584.68200722, 585645.7004042091 4512465.490385573, 585670.2478953046 4512452.429286854, 585907.6506681619 4512323.47750493)))"
956,55,"MULTIPOLYGON (((586034.2937088554 4513714.722895292, 585996.3553942618 4513644.061326257, 585942.0836664687 4513545.431234538, 585946.1583889463 4513543.01353953, 585949.9283070307 4513540.143638765, 585953.3434774174 4513536.859552238, 585956.3586162546 4513533.20472575, 585958.9338128588 4513529.227643707, 585961.0349514902 4513524.980993766, 585962.3681653717 4513520.557696861, 585963.240358749 4513516.020925593, 585963.6423198606 4513511.4185955245, 585963.5698033562 4513506.79931461, 585963.0235892351 4513502.21185826, 585962.0094311723 4513497.704687426, 585960.538040304 4513493.325405033, 585958.6249568732 4513489.120263305, 585955.5549736908 4513484.759276413, 585951.9690721438 4513480.81157923, 585947.9223437471 4513477.3378216475, 585943.4769649969 4513474.391334337, 585938.701222085 4513472.017422222, 585933.6684864849 4513470.252556546, 585929.096294828 4513469.460345056, 585924.4636966803 4513469.1928201495, 585919.8307054071 4513469.453447484, 585915.2573642189 4513470.238755727, 585910.8028828556 4513471.53866112, 585906.5249667931 4513473.336324059, 585885.6374439981 4513433.525316667, 585738.0165133899 4513513.536867254, 585643.243388731 4513564.672644591, 585401.5439887883 4513694.682527533, 585438.5339586323 4513764.458643396, 585477.3471832757 4513835.8049676325, 585514.5309172323 4513904.418344479, 585517.9021923644 4513910.704535791, 585531.45562367 4513935.976721973, 585534.44956446 4513941.559324667, 585552.3400135424 4513974.918539426, 585595.2337615736 4513951.30958926, 585791.6407877146 4513843.20614266, 585890.8554712876 4513792.149053724, 585900.2813661136 4513787.042668196, 585910.5821354935 4513781.496417126, 586034.2937088554 4513714.722895292)))"
81,55,"MULTIPOLYGON (((588457.5204521318 4513691.663790813, 588656.1172900897 4513585.312750325, 588669.2796673243 4513578.262516232, 588673.4211906672 4513575.930267792, 588678.8386067032 4513573.765539501, 588690.3029155167 4513567.779242802, 588693.083619401 4513565.45434284, 588669.3075831202 4513521.195332099, 588652.2751304671 4513492.873423854, 588611.665386901 4513425.346529066, 588599.3750789042 4513432.574246754, 588593.6870250447 4513435.919097865, 588588.0755101718 4513438.452594508, 588583.6887428432 4513440.192156562, 588575.5225200022 4513444.846938122, 588380.7784231312 4513549.744243417, 588189.6673888925 4513652.900372392, 588227.7847129183 4513723.831117754, 588266.0168182988 4513794.700411745, 588298.094633843 4513777.4412991125, 588423.9172170893 4513709.743776716, 588457.5204521318 4513691.663790813)))"
2002,55,"MULTIPOLYGON (((587713.5869465246 4509321.679472155, 587713.8751111235 4509310.798596847, 587708.8705480369 4509311.0338883605, 587703.5639160617 4509310.6796439085, 587703.7520354727 4509316.230093632, 587679.7243393079 4509312.708787854, 587661.0004404089 4509299.243708906, 587663.0760808989 4509298.156365163, 587657.004656501 4509287.7708973875, 587651.4178441421 4509290.564099296, 587655.3110223887 4509297.11565831, 587635.3501672655 4509293.872878324, 587618.1991518971 4509280.821800811, 587612.758763084 4509270.760989201, 587607.3217130951 4509274.349409722, 587613.2345813371 4509284.733070576, 587615.4670258174 4509283.806219029, 587630.8887628803 4509295.409152562, 587632.0896664386 4509301.453950174, 587636.9708745852 4509300.446580358, 587636.4140176934 4509298.011434052, 587658.1132611253 4509301.908948776, 587677.938572478 4509317.053741497, 587707.8300809506 4509320.8225919325, 587713.5869465246 4509321.679472155)), ((587653.8057876743 4509478.408001208, 587653.8371142643 4509475.657341763, 587675.5644312821 4509477.444276175, 587676.8258019253 4509473.709688783, 587678.9207689061 4509468.062560583, 587652.2528231853 4509466.116543132, 587651.584362435 4509469.071548723, 587575.4700377763 4509463.125930509, 587575.2824308118 4509461.00756643, 587550.117790614 4509459.451303154, 587550.4137063842 4509452.048072825, 587543.4409855135 4509451.122178853, 587543.412068337 4509453.661281387, 587519.9641258813 4509450.008397961, 587520.6905507079 4509441.975208499, 587511.609050481 4509440.390491588, 587507.9874393633 4509461.087643536, 587517.6940243881 4509463.5260004485, 587519.2836165912 4509454.021351178, 587543.3735122216 4509457.046739035, 587542.1902019315 4509468.0372875715, 587574.7484324257 4509470.735915473, 587574.0920202088 4509472.632990533, 587653.8057876743 4509478.408001208)), ((586778.8112118519 4510447.938227886, 586777.209010824 4510437.377428809, 586772.9218195082 4510438.006493133, 586772.7194039545 4510437.430256282, 586774.1396065477 4510436.50665846, 586774.568750698 4510435.519842708, 586770.5603632036 4510407.027971117, 586769.6944771794 4510405.191508519, 586767.9217368572 4510404.32648816, 586758.8333964407 4510405.423776507, 586741.4186790622 4510316.513569435, 586741.6578649294 4510311.577451498, 586742.209413179 4510298.260919119, 586742.7937822181 4510293.737671535, 586742.801214443 4510287.210308753, 586742.8108757238 4510274.687458247, 586744.0817501488 4510268.440454185, 586744.2769330272 4510262.979935578, 586744.5822086385 4510259.519218781, 586744.7708184483 4510254.725551861, 586744.7278640112 4510246.732006066, 586745.4202791378 4510238.612867323, 586745.6260740634 4510232.220673277, 586745.011510929 4510225.254373145, 586744.063271965 4510224.67970316, 586744.127027041 4510222.945858659, 586745.0085588912 4510221.655134579, 586745.4699451157 4510207.826732496, 586744.7900673371 4510206.604281026, 586744.7569305135 4510205.650104511, 586745.6711958298 4510204.9097286565, 586746.1556100977 4510185.731855284, 586746.5735822234 4510184.137037794, 586747.4216019763 4510174.022053743, 586746.3863935018 4510171.345903853, 586746.9404159457 4510169.486743302, 586747.7017468876 4510161.1024224665, 586746.9333828461 4510158.429256309, 586747.7660264327 4510143.784193309, 586750.2674747842 4510044.268350182, 586750.9296214718 4510041.503845193, 586751.2637694287 4510035.513049814, 586751.7044507341 4510030.613226324, 586753.5518925929 4510010.093125904, 586752.9717509005 4510008.353956067, 586760.0039618256 4509937.0931717865, 586758.3170819316 4509935.280391239, 586728.005876212 4509933.119520414, 586596.7588605137 4510003.0315322345, 586593.0398961465 4509989.623882704, 586596.6899253969 4509987.857569574, 586597.1217476398 4509988.701158422, 586598.1382440262 4509988.580310961, 586629.8053848953 4509971.373695764, 586628.1609922784 4509968.485906805, 586595.6523853985 4509985.947788741, 586595.7776446897 4509986.567151737, 586592.492674474 4509987.889663808, 586589.6213381876 4509964.111980477, 586592.0765028953 4509963.895553059, 586594.9534033242 4509962.607822943, 586595.5487536284 4509962.974180325, 586620.4255080348 4509952.378026965, 586619.5540804354 4509949.940454587, 586594.4355480535 4509960.7137073865, 586594.3402091907 4509961.19214328, 586591.7991362136 4509961.872234747, 586589.555463148 4509961.634593557, 586588.9266551087 4509945.231196604, 586589.615499957 4509934.3976315195, 586591.1513917604 4509943.1568477955, 586594.348584767 4509942.466969541, 586593.4220571173 4509938.238923226, 586611.4100103572 4509934.678476748, 586611.729215621 4509932.786883493, 586610.7034100665 4509931.238096025, 586592.7836386136 4509934.537499789, 586592.8628822212 4509933.427738959, 586592.1760614142 4509933.419004666, 586592.7786246525 4509926.693889107, 586593.3780001177 4509920.002066809, 586599.5528753563 4509920.146200093, 586599.5795972601 4509920.636516158, 586610.3964731693 4509920.710284419, 586610.3072407895 4509921.197996435, 586616.4160073883 4509921.741238638, 586616.6767198187 4509919.5000787275, 586619.3886794371 4509919.301864402, 586620.3257283473 4509920.842647663, 586624.8651934895 4509917.465497775, 586625.0964769325 4509917.904429644, 586682.1467272812 4509887.827391881, 586680.4820516201 4509884.86367366, 586693.9550087686 4509877.488103995, 586712.9361495335 4509867.061745478, 586733.6272162341 4509905.769146453, 586722.5419814778 4509914.0028455965, 586723.0732545754 4509914.937772932, 586737.3275774023 4509903.72177775, 586717.9937133781 4509868.126045318, 586720.802802927 4509866.222599876, 586723.465944143 4509870.277889042, 586727.4441905663 4509867.5368328355, 586729.183998524 4509871.116906936, 586731.4439951453 4509869.749984814, 586722.5205497398 4509854.707915974, 586720.6464832792 4509856.158224184, 586722.4667759396 4509859.429112142, 586718.1837342118 4509861.625816445, 586720.2369378059 4509864.900454591, 586717.5085690614 4509866.571958743, 586714.7010400997 4509861.58614898, 586692.4206828545 4509874.027321653, 586690.5374818885 4509869.5159573415, 586691.008387305 4509868.902417382, 586692.5035482759 4509866.751982839, 586694.2438996725 4509863.52066463, 586694.8218461964 4509860.352902415, 586694.485261183 4509855.937158526, 586692.9082982016 4509851.662217385, 586690.1592941927 4509848.301761403, 586686.8588177236 4509845.864737277, 586682.7023194636 4509843.804787215, 586679.2230798478 4509843.455316855, 586673.8732820457 4509844.168143009, 586672.054160969 4509840.701327315, 586595.9199176662 4509881.161315036, 586576.2851014549 4509889.983752692, 586569.7421433222 4509892.892206599, 586563.2815576837 4509887.985702503, 586557.6438885338 4509887.200756163, 586552.005142327 4509886.415667372, 586542.4042131134 4509886.404609123, 586529.9711351328 4509891.103781652, 586472.997516214 4509919.2976102345, 586432.8231132375 4509940.453907089, 586368.1673332669 4509976.206620692, 586293.9044417709 4510017.271304412, 586264.9992012854 4510033.255521684, 586247.6657147788 4510051.50444929, 586288.0675502941 4510125.948051717, 586325.2281988134 4510194.974926537, 586362.8442361421 4510264.6536722155, 586399.841436763 4510333.282734725, 586436.9402258411 4510401.837825979, 586445.6632111393 4510418.2542464025, 586474.3866642046 4510471.251703498, 586512.0374811538 4510541.642067421, 586548.6289413627 4510609.462740076, 586551.2411062414 4510614.307318787, 586551.281302467 4510614.378843828, 586551.2888267677 4510614.392637071, 586608.6241696461 4510722.13753798, 586622.141296886 4510745.413828179, 586663.6542545394 4510821.785870507, 586772.2519894558 4510763.880904288, 586782.5506224402 4510759.16803647, 586786.568726384 4510757.276601378, 586792.7520887248 4510754.558476899, 586798.8819844512 4510751.7990298215, 586819.031599549 4510742.827925952, 586801.7573010109 4510706.027673827, 586812.4865501308 4510700.36371581, 586814.3571886398 4510699.376265727, 586811.5134929251 4510694.050751798, 586796.2937015456 4510663.009294083, 586789.3051233571 4510612.948736732, 586787.7252746548 4510601.955910537, 586785.226809666 4510583.529810575, 586781.2261228093 4510557.435503746, 586777.7089221617 4510530.313859688, 586770.7957508775 4510485.113964211, 586770.5024987138 4510483.197110791, 586777.0239903292 4510482.2325826045, 586778.474986545 4510482.0181847, 586779.5758017177 4510481.664749728, 586780.791998717 4510480.217978853, 586781.1278726299 4510478.290325151, 586781.0713736565 4510477.894748196, 586777.1895149357 4510450.582030587, 586776.3662961965 4510449.476980038, 586775.535788638 4510449.101600879, 586775.4939121254 4510448.214244224, 586778.8112118519 4510447.938227886)))"
75,52,"MULTIPOLYGON (((586058.8178216062 4512604.089082347, 586020.8272122865 4512533.879966704, 585983.1996592184 4512464.012890071, 585945.7682630458 4512394.301019629, 585907.6506681619 4512323.47750493, 585670.2478953046 4512452.429286854, 585645.7004042091 4512465.490385573, 585425.8684663494 4512584.68200722, 585463.1628759663 4512653.336488313, 585501.1881375285 4512724.005888816, 585538.6900151396 4512793.578594548, 585576.4828782666 4512863.940401856, 585750.991883868 4512769.715474589, 585817.8289194043 4512733.9129449185, 586058.8178216062 4512604.089082347)))"
1036,51,"MULTIPOLYGON (((586272.99930797 4510579.693314908, 586358.928259269 4510533.3531232, 586379.7656438984 4510521.946122309, 586420.431618848 4510500.185218981, 586474.3866642046 4510471.251703498, 586445.6632111393 4510418.2542464025, 586436.9402258411 4510401.837825979, 586399.841436763 4510333.282734725, 586362.8442361421 4510264.6536722155, 586325.2281988134 4510194.974926537, 586288.0675502941 4510125.948051717, 586214.688884468 4510165.4735480165, 586165.8358635835 4510191.787630607, 586086.5539984851 4510234.530811817, 586065.9544335364 4510245.564674149, 586057.9619161776 4510249.904061727, 585968.8935285147 4510297.911246286, 585936.4093356753 4510315.420056345, 585895.8646268587 4510337.273425201, 585933.5948780495 4510406.110927856, 585970.7794823664 4510475.217883695, 586007.9530710193 4510544.23989561, 586045.3312107252 4510613.379117517, 586082.5013712201 4510682.354969948, 586272.99930797 4510579.693314908)))"
108,50,"MULTIPOLYGON (((586961.8111734446 4515433.978803125, 586920.8063525462 4515357.738111829, 586882.110329945 4515286.728762322, 586844.1707354491 4515215.752972351, 586805.9465114919 4515144.928936049, 586565.1582216639 4515274.766110753, 586323.649864731 4515404.805810672, 586361.8539704799 4515475.98251029, 586400.1438766855 4515546.827257753, 586438.4005334271 4515617.605685862, 586479.584171023 4515693.931078564, 586614.3418072617 4515621.121362286, 586630.9052043406 4515612.172230498, 586720.7649411584 4515563.620854968, 586883.3580691757 4515476.173301498, 586894.5369431237 4515470.160908488, 586961.8111734446 4515433.978803125)))"
1881,50,"MULTIPOLYGON (((588368.4664757657 4516888.31757813, 588375.8270475247 4516884.77250333, 588497.427897907 4516818.873188658, 588598.8737705363 4516763.896476419, 588642.5734627256 4516739.439393418, 588626.9312289952 4516709.762162044, 588605.1816162884 4516666.268889879, 588566.2511531105 4516595.940238324, 588527.3808629805 4516525.736193369, 588487.599021984 4516450.3682438405, 588447.0216621511 4516374.6940769935, 588408.3179404772 4516304.659995462, 588371.1125757322 4516233.876186233, 588333.542752508 4516163.71221747, 588323.5664675883 4516145.058782693, 588318.4347768079 4516135.463716334, 588295.6221262089 4516092.809109015, 588258.2734289842 4516024.12336426, 588216.1639358107 4515946.39400523, 588181.6476693007 4515882.680656014, 588157.9450273903 4515839.912385616, 588143.2272441548 4515813.355953089, 588102.3474698111 4515738.424116871, 588062.4283222029 4515661.226075807, 588024.6640160838 4515591.710755244, 587988.0383541434 4515522.312101034, 587948.9210579884 4515451.2159786215, 587910.3033382524 4515380.761786725, 587871.9346415838 4515310.409914839, 587835.3189734153 4515240.900794703, 587797.5603455438 4515170.7339896485, 587760.2476158066 4515101.414785375, 587719.5238038417 4515024.472727862, 587678.5607105736 4514949.908872699, 587640.6908190437 4514879.816715629, 587601.9095208482 4514807.68560751, 587563.4873885079 4514736.492228605, 587525.2042309036 4514665.65051985, 587494.8602886609 4514609.226089191, 587486.9885261268 4514594.588541564, 587446.0046183822 4514519.570970357, 587443.1050195106 4514513.458411608, 587404.5394103933 4514441.874615243, 587366.6220747674 4514371.123967776, 587328.6242858422 4514300.4145984, 587290.4508717324 4514229.239079186, 587252.0559848659 4514158.374127252, 587213.9219377246 4514087.689262069, 587172.3350616759 4514011.798025331, 587131.4974041347 4513935.262550562, 587093.5575988101 4513864.9877989255, 587056.548932375 4513794.507606727, 587018.2782997658 4513725.72360459, 586980.2530014621 4513655.312792385, 586967.7597173403 4513632.355644918, 586942.2697401571 4513585.516372978, 586904.500781039 4513516.130380068, 586867.67150295 4513445.608305886, 586829.8761967181 4513375.949671209, 586791.6555507946 4513305.798997013, 586754.4226344541 4513235.949273595, 586716.8256874528 4513166.728080837, 586678.6911705596 4513097.574890928, 586625.9014074698 4513129.268624049, 586578.6293427552 4513154.9853967475, 586405.1903969474 4513249.338815247, 586224.4875720565 4513347.05072313, 586163.7126582251 4513379.913731896, 585958.6249568732 4513489.120263305, 585960.538040304 4513493.325405033, 585962.0094311723 4513497.704687426, 585963.0235892351 4513502.21185826, 585963.5698033562 4513506.79931461, 585963.6423198606 4513511.4185955245, 585963.240358749 4513516.020925593, 585962.3681653717 4513520.557696861, 585961.0349514902 4513524.980993766, 585958.9338128588 4513529.227643707, 585956.3586162546 4513533.20472575, 585953.3434774174 4513536.859552238, 585949.9283070307 4513540.143638765, 585946.1583889463 4513543.01353953, 585942.0836664687 4513545.431234538, 585996.3553942618 4513644.061326257, 586034.2937088554 4513714.722895292, 586071.6271549981 4513784.328834949, 586109.5954190423 4513854.376999442, 586147.623954172 4513924.312799121, 586186.4373755195 4513995.556295477, 586222.7999278945 4514064.034451506, 586260.4585978198 4514133.786217835, 586298.0936389974 4514203.593617058, 586336.0294419777 4514273.771231069, 586373.5268763148 4514343.421857448, 586415.049847044 4514420.203362632, 586456.0128698081 4514496.062678761, 586493.8632216027 4514566.344677183, 586514.2590678532 4514603.98807868, 586532.59305517 4514637.852649597, 586552.3633155213 4514674.744049939, 586571.0574965841 4514709.094245556, 586611.9969348295 4514784.2301012445, 586764.6368895468 4515068.418074955, 586805.9465114919 4515144.928936049, 586844.1707354491 4515215.752972351, 586882.110329945 4515286.728762322, 586920.8063525462 4515357.738111829, 586961.8111734446 4515433.978803125, 586980.4948722876 4515468.615760619, 586982.4232803083 4515472.681367437, 587001.875694033 4515510.031444655, 587040.3468706465 4515579.500845981, 587078.1583230043 4515649.432458406, 587117.6433238235 4515720.857872517, 587153.9037676116 4515789.683085937, 587191.6795538359 4515860.113156804, 587229.4383097824 4515930.196283054, 587268.0129347584 4516000.787851334, 587305.2407778063 4516070.530590813, 587345.8375653161 4516145.804795283, 587387.901073006 4516223.798066094, 587418.43547844 4516281.653120802, 587426.2812054697 4516296.08196225, 587466.967855124 4516370.898298685, 587478.4475827125 4516392.051169036, 587486.9859666799 4516408.617535604, 587499.7130003842 4516433.310325818, 587537.8561297591 4516502.021762938, 587575.8347059282 4516572.106464474, 587613.7478134508 4516642.673302977, 587651.8035968203 4516712.826796134, 587670.9467185502 4516748.28504697, 587689.5279656338 4516783.1995258005, 587730.1966694486 4516858.027706378, 587770.9399199486 4516934.053775059, 587808.9012489696 4517004.861117998, 587846.7048872592 4517074.67695671, 587870.2976994603 4517118.03757513, 587883.5145331814 4517142.34094711, 587909.5832663989 4517135.182340474, 588121.7335907489 4517021.259863491, 588127.072059671 4517018.445091021, 588130.9783449079 4517016.348670991, 588133.9223767554 4517014.7680984605, 588342.4518329335 4516902.39533439, 588362.4459546215 4516891.270913647, 588368.4664757657 4516888.31757813)))"
53,49,"MULTIPOLYGON (((586295.3030321551 4512386.165898242, 586257.1796910297 4512316.111156727, 586220.0771674243 4512245.78113161, 586182.1606685831 4512176.175689006, 586159.4728445872 4512134.302910964, 586144.2100576397 4512106.134056004, 586106.7456147493 4512036.59570509, 586087.3845080081 4512000.813027549, 586068.7980490407 4511966.462084255, 586050.6666718263 4511932.860292632, 586028.1768297561 4511891.181161788, 585753.7259322106 4512039.107594723, 585794.4935081744 4512114.441103217, 585832.2149541901 4512184.142206904, 585869.88740705 4512254.634694472, 585907.6506681619 4512323.47750493, 585945.7682630458 4512394.301019629, 585983.1996592184 4512464.012890071, 586020.8272122865 4512533.879966704, 586188.5292892036 4512443.222279989, 586295.3030321551 4512386.165898242)))"
